Peak,Name,strain,species,FC,log2FC,pvalue_unadjusted,pvalue_BH_corrected,asterisks_BH_corrected
p_P417,D-(+)-Pipecolinic acid,CDC_ID_258,PA,0.47551381223616973,-1.0724408472711018,0.00493790547090731,0.009731186095386373,*
p_P417,D-(+)-Pipecolinic acid,CDC_ID_474,SA,0.6837723908638178,-0.5484119236047874,0.0409135529844968,0.06845571387459323,
p_P417,D-(+)-Pipecolinic acid,CDC_ID_484,SA,0.5859730424276732,-0.7710937996092856,0.00216502933303838,0.004583050857802594,*
p_P417,D-(+)-Pipecolinic acid,Isogenic,PA,1.0166713861766972,0.023853439132642575,0.898326787269238,0.9343656609579928,
p_P417,D-(+)-Pipecolinic acid,SCFM_evolved,PA,0.7024352991871718,-0.5095627490421688,0.125201029610315,0.19135646818753393,
p_P417,D-(+)-Pipecolinic acid,USA300,SA,0.5650545546829414,-0.8235379318356673,0.00216502933303838,0.004583050857802594,*
p_P428,L-Histidine,ATCC_29213,SA,0.9569187866555205,-0.06353160597659989,0.701478108866614,0.7879082415171109,
p_P428,L-Histidine,CDC_ID_234,PA,0.732491295456022,-0.4491164794849633,0.306685065904181,0.4162785764866549,
p_P428,L-Histidine,CDC_ID_249,PA,0.08398486204140206,-3.5737268788585728,0.0151936099774602,0.027827052363125424,*
p_P428,L-Histidine,CDC_ID_258,PA,0.86604403617146275,-0.20748771063862836,1,1,
p_P428,L-Histidine,CDC_ID_474,SA,0.8392878494858079,-0.25276240007006445,0.898326787269238,0.9343656609579928,
p_P428,L-Histidine,CDC_ID_484,SA,0.9264002777949137,-0.11029240894656388,0.898326787269238,0.9343656609579928,
p_P428,L-Histidine,Isogenic,PA,1.240879973096138,0.31136357429707107,0.0736382701203026,0.11763807312604588,
p_P428,L-Histidine,SCFM_evolved,PA,0.8482622683284837,-0.2374177042527076,0.250153007959382,0.35083493821003153,
p_P428,L-Histidine,USA300,SA,0.9759839794815257,-0.03507062836175087,1,1,
p_P43,Spermidine,ATCC_29213,SA,1.3006613730636942,0.3792454055674301,0.0966975676176362,0.15056051024101375,
p_P43,Spermidine,CDC_ID_234,PA,0.9011375927172931,-0.15018069009656737,0.798297847328526,0.8620518595912934,
p_P43,Spermidine,CDC_ID_249,PA,10.089545370040288,3.3347892636661034,0.0298420644179543,0.05108035980929065,
p_P43,Spermidine,CDC_ID_258,PA,0.39690742980274807,-1.3331255261519002,0.0298420644179543,0.05108035980929065,
p_P43,Spermidine,CDC_ID_474,SA,1.4465825520349695,0.5326486558033847,0.00729035809153564,0.013967831841816759,*
p_P43,Spermidine,CDC_ID_484,SA,1.4958133062770793,0.5809301224742585,0.0298420644179543,0.05108035980929065,
p_P43,Spermidine,Isogenic,PA,0.8741556531039653,-0.19403790444374525,0.609280159304103,0.714747086008051,
p_P43,Spermidine,SCFM_evolved,PA,0.5481320026732586,-0.8674047260279182,0.201336485287401,0.29178302944727963,
p_P43,Spermidine,USA300,SA,1.551099181782195,0.6332909394303912,0.0298420644179543,0.05108035980929065,
p_P432,2-Mercaptoethanol,ATCC_29213,SA,1.2514055018088954,0.3235493519778902,0.898326787269238,0.9343656609579928,
p_P432,2-Mercaptoethanol,CDC_ID_234,PA,0.43250840710936844,-1.2091999187227112,0.0151936099774602,0.027827052363125424,*
p_P432,2-Mercaptoethanol,CDC_ID_249,PA,0.18717169047118154,-2.417565849631309,0.00216502933303838,0.004583050857802594,*
p_P432,2-Mercaptoethanol,CDC_ID_258,PA,0.8554414401710292,-0.22525899746839506,0.522903234512671,0.6397075933908261,
p_P432,2-Mercaptoethanol,CDC_ID_474,SA,1.4204388117221143,0.5063366858559488,0.701478108866614,0.7879082415171109,
p_P432,2-Mercaptoethanol,CDC_ID_484,SA,1.3016284302167156,0.3803176678661068,0.701478108866614,0.7879082415171109,
p_P432,2-Mercaptoethanol,Isogenic,PA,0.43062475428835584,-1.215496840262472,0.0106033453821227,0.01985755735578446,*
p_P432,2-Mercaptoethanol,SCFM_evolved,PA,0.471533901561293,-1.0845665957662003,0.0214507336863221,0.038245913815486594,*
p_P432,2-Mercaptoethanol,USA300,SA,0.7390164380920956,-0.43632164000146306,0.798297847328526,0.8620518595912934,
p_P435,Epinephrine,ATCC_29213,SA,1.0061656283951856,0.008867811700089632,1,1,
p_P435,Epinephrine,CDC_ID_234,PA,0.3615212081356874,-1.4678478115430473,0.00216502933303838,0.004583050857802594,*
p_P435,Epinephrine,CDC_ID_249,PA,0.7518032136620993,-0.4115730125411965,0.00729035809153564,0.013967831841816759,*
p_P435,Epinephrine,CDC_ID_258,PA,0.4105362823660479,-1.284418364780859,0.00216502933303838,0.004583050857802594,*
p_P435,Epinephrine,CDC_ID_474,SA,16.742846989112184,4.065472962551227,0.00216502933303838,0.004583050857802594,*
p_P435,Epinephrine,CDC_ID_484,SA,1.8703374661015826,0.9032985999237672,0.0298420644179543,0.05108035980929065,
p_P435,Epinephrine,Isogenic,PA,0.7324652134187364,-0.4491678508746588,0.0298420644179543,0.05108035980929065,
p_P435,Epinephrine,SCFM_evolved,PA,0.39317018240099866,-1.3467741814829712,0.00216502933303838,0.004583050857802594,*
p_P435,Epinephrine,USA300,SA,1.267098673228256,0.3415288763603989,0.250153007959382,0.35083493821003153,
p_P456,Trigonelline,ATCC_29213,SA,1.2055659517903414,0.2697105772931723,0.0736382701203026,0.11763807312604588,
p_P456,Trigonelline,CDC_ID_234,PA,0.57549777541675,-0.7971177432482334,0.201336485287401,0.29178302944727963,
p_P456,Trigonelline,CDC_ID_249,PA,0.7164367342615713,-0.4810887835568983,0.371093369522698,0.48731870923380327,
p_P456,Trigonelline,CDC_ID_258,PA,0.7711465143575895,-0.3749231031573737,0.201336485287401,0.29178302944727963,
p_P456,Trigonelline,CDC_ID_474,SA,1.0846847642108612,0.11727582129676707,0.44328852211644,0.5627732989672325,
p_P456,Trigonelline,CDC_ID_484,SA,1.8202363086036872,0.8641257576327548,0.0736382701203026,0.11763807312604588,
p_P456,Trigonelline,Isogenic,PA,0.6563142184579416,-0.6075414067557083,0.0966975676176362,0.15056051024101375,
p_P456,Trigonelline,SCFM_evolved,PA,0.4251512588745048,-1.2339518851554423,0.306685065904181,0.4162785764866549,
p_P456,Trigonelline,USA300,SA,1.324586146882622,0.4055416750693706,0.159864197547973,0.23815299012681693,
p_P48,Ornithine,ATCC_29213,SA,0.7492279080624635,-0.4165234552190698,0.00216502933303838,0.004583050857802594,*
p_P48,Ornithine,CDC_ID_234,PA,0.003650829592845245,-8.097559953959568,0.00216502933303838,0.004583050857802594,*
p_P48,Ornithine,CDC_ID_249,PA,0.007808015183769007,-7.000828426237857,0.00216502933303838,0.004583050857802594,*
p_P48,Ornithine,CDC_ID_258,PA,0.011670469175566986,-6.420993628416034,0.00216502933303838,0.004583050857802594,*
p_P48,Ornithine,CDC_ID_474,SA,0.6147148771373494,-0.7020106937400138,0.00216502933303838,0.004583050857802594,*
p_P48,Ornithine,CDC_ID_484,SA,0.6837232029839797,-0.5485157091097121,0.00216502933303838,0.004583050857802594,*
p_P48,Ornithine,Isogenic,PA,0.010893541599983592,-6.520383124785422,0.00216502933303838,0.004583050857802594,*
p_P48,Ornithine,SCFM_evolved,PA,0.012556572565982579,-6.315413468925386,0.00216502933303838,0.004583050857802594,*
p_P48,Ornithine,USA300,SA,0.8098958393987015,-0.30419171978610676,0.00329451387658258,0.0067125423325323525,*
p_P496,Acetyl-beta-methylcholine,ATCC_29213,SA,0.5864272423541171,-0.7699759697644093,0.701478108866614,0.7879082415171109,
p_P496,Acetyl-beta-methylcholine,CDC_ID_234,PA,3.102389174260498,1.6333796743038802,0.00216502933303838,0.004583050857802594,*
p_P496,Acetyl-beta-methylcholine,CDC_ID_249,PA,2.1468218897759708,1.1022025035414074,0.00329451387658258,0.0067125423325323525,*
p_P496,Acetyl-beta-methylcholine,CDC_ID_258,PA,3.971843834485038,1.9898088998947088,0.00216502933303838,0.004583050857802594,*
p_P496,Acetyl-beta-methylcholine,CDC_ID_474,SA,0.6451956158925081,-0.6321914594806423,0.522903234512671,0.6397075933908261,
p_P496,Acetyl-beta-methylcholine,CDC_ID_484,SA,0.7352358350847285,-0.44372101019851207,0.898326787269238,0.9343656609579928,
p_P496,Acetyl-beta-methylcholine,Isogenic,PA,4.166926277122475,2.058983575545459,0.00216502933303838,0.004583050857802594,*
p_P496,Acetyl-beta-methylcholine,SCFM_evolved,PA,5.291352564712534,2.4036365482340907,0.00216502933303838,0.004583050857802594,*
p_P496,Acetyl-beta-methylcholine,USA300,SA,0.6734166257992581,-0.5704287549780453,0.701478108866614,0.7879082415171109,
p_P507,Triisopropanolamine,ATCC_29213,SA,0.6325976477145754,-0.6606399036176175,0.798297847328526,0.8620518595912934,
p_P507,Triisopropanolamine,CDC_ID_234,PA,1.1985393856469468,0.26127731870244547,0.609280159304103,0.714747086008051,
p_P507,Triisopropanolamine,CDC_ID_249,PA,0.7916173883453282,-0.33712479250186533,0.798297847328526,0.8620518595912934,
p_P507,Triisopropanolamine,CDC_ID_258,PA,1.5231746800138497,0.6070814017981037,0.250153007959382,0.35083493821003153,
p_P507,Triisopropanolamine,CDC_ID_474,SA,0.7054935864332348,-0.5032951273915764,0.701478108866614,0.7879082415171109,
p_P507,Triisopropanolamine,CDC_ID_484,SA,0.8477531266501181,-0.23828389473509115,0.798297847328526,0.8620518595912934,
p_P507,Triisopropanolamine,Isogenic,PA,1.3272403257345513,0.40842962568416935,0.798297847328526,0.8620518595912934,
p_P507,Triisopropanolamine,SCFM_evolved,PA,1.5236203987410508,0.6075035084284022,0.250153007959382,0.35083493821003153,
p_P507,Triisopropanolamine,USA300,SA,0.747663615806345,-0.419538767238616,0.798297847328526,0.8620518595912934,
p_P509,N6-Acetyl-L-lysine,ATCC_29213,SA,2.8691108060236052,1.5206036865498698,0.00493790547090731,0.009731186095386373,*
p_P509,N6-Acetyl-L-lysine,CDC_ID_234,PA,32.319786194915096,5.014345749147987,0.00216502933303838,0.004583050857802594,*
p_P509,N6-Acetyl-L-lysine,CDC_ID_249,PA,49.257526709377544,5.622272284768562,0.00216502933303838,0.004583050857802594,*
p_P509,N6-Acetyl-L-lysine,CDC_ID_258,PA,19.551992129852156,4.289243704437251,0.00216502933303838,0.004583050857802594,*
p_P509,N6-Acetyl-L-lysine,CDC_ID_474,SA,2.626374337744005,1.3930725585453345,0.00216502933303838,0.004583050857802594,*
p_P509,N6-Acetyl-L-lysine,CDC_ID_484,SA,2.092562374975245,1.0652706271848276,0.00216502933303838,0.004583050857802594,*
p_P509,N6-Acetyl-L-lysine,Isogenic,PA,21.98971519903833,4.45875701405997,0.00216502933303838,0.004583050857802594,*
p_P509,N6-Acetyl-L-lysine,SCFM_evolved,PA,19.081846448142414,4.2541288748623565,0.00216502933303838,0.004583050857802594,*
p_P509,N6-Acetyl-L-lysine,USA300,SA,1.7935542103616975,0.842821351561418,0.00329451387658258,0.0067125423325323525,*
p_P513,"5,6-Dihydrouracil",ATCC_29213,SA,0.7699125638456596,-0.3772334813770049,0.0552849927170241,0.09046635171876671,
p_P513,"5,6-Dihydrouracil",CDC_ID_234,PA,33.62939686090876,5.0716509994259935,0.00216502933303838,0.004583050857802594,*
p_P513,"5,6-Dihydrouracil",CDC_ID_249,PA,9.705192541481024,3.2787568348744767,0.0214507336863221,0.038245913815486594,*
p_P513,"5,6-Dihydrouracil",CDC_ID_258,PA,5.6767661058243295,2.5050693009013583,0.00216502933303838,0.004583050857802594,*
p_P513,"5,6-Dihydrouracil",CDC_ID_474,SA,0.896911512365052,-0.1569624363529659,0.0736382701203026,0.11763807312604588,
p_P513,"5,6-Dihydrouracil",CDC_ID_484,SA,0.940352791655982,-0.08872598141042422,0.159864197547973,0.23815299012681693,
p_P513,"5,6-Dihydrouracil",Isogenic,PA,7.13948672894595,2.8358203599376512,0.00216502933303838,0.004583050857802594,*
p_P513,"5,6-Dihydrouracil",SCFM_evolved,PA,7.7686760115133096,2.957668746074228,0.0298420644179543,0.05108035980929065,
p_P513,"5,6-Dihydrouracil",USA300,SA,0.8761993114161447,-0.1906690140052064,0.250153007959382,0.35083493821003153,
p_P518,Adenine,ATCC_29213,SA,4.7422961454744765,2.2455857586163814,0.00216502933303838,0.004583050857802594,*
p_P518,Adenine,CDC_ID_234,PA,6.151828089655523,2.621015188334403,0.0298420644179543,0.05108035980929065,
p_P518,Adenine,CDC_ID_249,PA,5.911709113481155,2.563575283208225,0.0298420644179543,0.05108035980929065,
p_P518,Adenine,CDC_ID_258,PA,1.6713980803063846,0.7410553839594551,0.201336485287401,0.29178302944727963,
p_P518,Adenine,CDC_ID_474,SA,87.34160670050458,6.4485971654780485,0.00216502933303838,0.004583050857802594,*
p_P518,Adenine,CDC_ID_484,SA,10.410803201759109,3.3800094728900465,0.00216502933303838,0.004583050857802594,*
p_P518,Adenine,Isogenic,PA,5.435200066520221,2.44233314098658,0.0298420644179543,0.05108035980929065,
p_P518,Adenine,SCFM_evolved,PA,5.829585368363512,2.5433932748016894,0.00216502933303838,0.004583050857802594,*
p_P518,Adenine,USA300,SA,2.1208836105272764,1.0846654510794924,0.0214507336863221,0.038245913815486594,*
p_P522,L-(-)-Methionine,ATCC_29213,SA,0.8532811351981763,-0.22890694240297155,0.0106033453821227,0.01985755735578446,*
p_P522,L-(-)-Methionine,CDC_ID_234,PA,0.3101135872894212,-1.6891313574384919,0.00216502933303838,0.004583050857802594,*
p_P522,L-(-)-Methionine,CDC_ID_249,PA,0.6569540806319377,-0.6061355614170765,0.00216502933303838,0.004583050857802594,*
p_P522,L-(-)-Methionine,CDC_ID_258,PA,0.25868509027104114,-1.950731190504852,0.00216502933303838,0.004583050857802594,*
p_P522,L-(-)-Methionine,CDC_ID_474,SA,0.8952977071451853,-0.1595606033432658,0.0552849927170241,0.09046635171876671,
p_P522,L-(-)-Methionine,CDC_ID_484,SA,0.8890649572646568,-0.16963926514611133,0.0736382701203026,0.11763807312604588,
p_P522,L-(-)-Methionine,Isogenic,PA,0.33828387780326624,-1.563693673201884,0.00216502933303838,0.004583050857802594,*
p_P522,L-(-)-Methionine,SCFM_evolved,PA,0.32918596213343965,-1.6030252803680662,0.00216502933303838,0.004583050857802594,*
p_P522,L-(-)-Methionine,USA300,SA,0.8794584664542144,-0.18531264869145397,0.0552849927170241,0.09046635171876671,
p_P531,Acetylarginine,ATCC_29213,SA,625.0191286647485,9.287756533801398,0.00216502933303838,0.004583050857802594,*
p_P531,Acetylarginine,CDC_ID_234,PA,21.67398818453954,4.437892739996784,0.00216502933303838,0.004583050857802594,*
p_P531,Acetylarginine,CDC_ID_249,PA,1.8465171891395225,0.8848066925846426,0.0409135529844968,0.06845571387459323,
p_P531,Acetylarginine,CDC_ID_258,PA,2.230400356527193,1.1573026969323041,0.0298420644179543,0.05108035980929065,
p_P531,Acetylarginine,CDC_ID_474,SA,369.1844152416189,8.528197842086163,0.00216502933303838,0.004583050857802594,*
p_P531,Acetylarginine,CDC_ID_484,SA,92.36922917031332,6.529340423619088,0.00216502933303838,0.004583050857802594,*
p_P531,Acetylarginine,Isogenic,PA,0.7429507470412219,-0.42866152255504153,0.201336485287401,0.29178302944727963,
p_P531,Acetylarginine,SCFM_evolved,PA,2.269913557812385,1.1826373582695184,0.0298420644179543,0.05108035980929065,
p_P531,Acetylarginine,USA300,SA,165.46803423687635,7.370408728244278,0.00216502933303838,0.004583050857802594,*
p_P539,Uracil,ATCC_29213,SA,1.7923878720201587,0.8418828698112859,0.0214507336863221,0.038245913815486594,*
p_P539,Uracil,CDC_ID_234,PA,79.61122501842928,6.314899957021717,0.00216502933303838,0.004583050857802594,*
p_P539,Uracil,CDC_ID_249,PA,202.65232443746103,7.66286291307542,0.00216502933303838,0.004583050857802594,*
p_P539,Uracil,CDC_ID_258,PA,284.3460821074125,8.1515041158755,0.00216502933303838,0.004583050857802594,*
p_P539,Uracil,CDC_ID_474,SA,2.171006507359819,1.1183640502836285,0.0966975676176362,0.15056051024101375,
p_P539,Uracil,CDC_ID_484,SA,2.9426984035610175,1.5571396883933764,0.0298420644179543,0.05108035980929065,
p_P539,Uracil,Isogenic,PA,291.79754497722547,8.188823935045328,0.00216502933303838,0.004583050857802594,*
p_P539,Uracil,SCFM_evolved,PA,277.6917588463082,8.117340552210617,0.00216502933303838,0.004583050857802594,*
p_P539,Uracil,USA300,SA,3.964908450474686,1.9872875545620425,0.0151936099774602,0.027827052363125424,*
p_P549,Nicotinic acid,ATCC_29213,SA,1.096632771945751,0.13308049311644307,1,1,
p_P549,Nicotinic acid,CDC_ID_234,PA,63.93938707037189,5.998633009247065,0.00216502933303838,0.004583050857802594,*
p_P549,Nicotinic acid,CDC_ID_249,PA,55.178028088987034,5.786021994545697,0.00216502933303838,0.004583050857802594,*
p_P549,Nicotinic acid,CDC_ID_258,PA,31.92844359544111,4.996770322963984,0.00216502933303838,0.004583050857802594,*
p_P549,Nicotinic acid,CDC_ID_474,SA,0.977328512443561,-0.033084513645325865,1,1,
p_P549,Nicotinic acid,CDC_ID_484,SA,1.1480626440685546,0.1992013648544612,0.798297847328526,0.8620518595912934,
p_P549,Nicotinic acid,Isogenic,PA,85.62729771542232,6.419998891519934,0.00216502933303838,0.004583050857802594,*
p_P549,Nicotinic acid,SCFM_evolved,PA,72.8274139818687,6.186409712495022,0.00216502933303838,0.004583050857802594,*
p_P549,Nicotinic acid,USA300,SA,1.331762791654223,0.41333713813013734,0.701478108866614,0.7879082415171109,
p_P559,N-Acetyl-L-carnosine,ATCC_29213,SA,1.2920327592872662,0.36964264980128136,0.306685065904181,0.4162785764866549,
p_P559,N-Acetyl-L-carnosine,CDC_ID_234,PA,0.4063427514249028,-1.2992309360184753,0.00216502933303838,0.004583050857802594,*
p_P559,N-Acetyl-L-carnosine,CDC_ID_249,PA,0.542068268745767,-0.8834535370745115,0.00493790547090731,0.009731186095386373,*
p_P559,N-Acetyl-L-carnosine,CDC_ID_258,PA,0.3315915338241683,-1.5925209223896801,0.00216502933303838,0.004583050857802594,*
p_P559,N-Acetyl-L-carnosine,CDC_ID_474,SA,18.004592288686528,4.170293025170907,0.0552849927170241,0.09046635171876671,
p_P559,N-Acetyl-L-carnosine,CDC_ID_484,SA,1.8566648022117571,0.8927133780966451,0.609280159304103,0.714747086008051,
p_P559,N-Acetyl-L-carnosine,Isogenic,PA,0.421411390279795,-1.2466987857675162,0.00216502933303838,0.004583050857802594,*
p_P559,N-Acetyl-L-carnosine,SCFM_evolved,PA,0.4204244297516233,-1.250081591958561,0.00216502933303838,0.004583050857802594,*
p_P559,N-Acetyl-L-carnosine,USA300,SA,2.3030343702920564,1.2035359419513814,0.522903234512671,0.6397075933908261,
p_P567,4-Aminophenol,ATCC_29213,SA,0.7614076363036653,-0.39325905584851734,0.898326787269238,0.9343656609579928,
p_P567,4-Aminophenol,CDC_ID_234,PA,4.226315943375808,2.0794006217223906,0.0298420644179543,0.05108035980929065,
p_P567,4-Aminophenol,CDC_ID_249,PA,0.2950921446830641,-1.7607625779724945,0.0106033453821227,0.01985755735578446,*
p_P567,4-Aminophenol,CDC_ID_258,PA,11.43830142709945,3.5158009245700175,0.00216502933303838,0.004583050857802594,*
p_P567,4-Aminophenol,CDC_ID_474,SA,0.8627557058156431,-0.2129759849635031,1,1,
p_P567,4-Aminophenol,CDC_ID_484,SA,0.979714142897711,-0.029567228091063765,0.898326787269238,0.9343656609579928,
p_P567,4-Aminophenol,Isogenic,PA,1.2160443877549305,0.2821958906442868,0.0151936099774602,0.027827052363125424,*
p_P567,4-Aminophenol,SCFM_evolved,PA,1.3377819924076624,0.41984303070416834,0.0552849927170241,0.09046635171876671,
p_P567,4-Aminophenol,USA300,SA,0.818293768889265,-0.2893092286949847,0.609280159304103,0.714747086008051,
p_P581,Salicylic acid,ATCC_29213,SA,1.139204485996154,0.18802673251917998,1,1,
p_P581,Salicylic acid,CDC_ID_234,PA,69.29655964570973,6.114711823797045,0.00216502933303838,0.004583050857802594,*
p_P581,Salicylic acid,CDC_ID_249,PA,0.5453986868244305,-0.8746168682575134,0.00729035809153564,0.013967831841816759,*
p_P581,Salicylic acid,CDC_ID_258,PA,19.100484593344646,4.255537335847156,0.00216502933303838,0.004583050857802594,*
p_P581,Salicylic acid,CDC_ID_474,SA,1.1331234039637728,0.18030498789426794,0.898326787269238,0.9343656609579928,
p_P581,Salicylic acid,CDC_ID_484,SA,1.0512221707198013,0.07206760814180439,0.898326787269238,0.9343656609579928,
p_P581,Salicylic acid,Isogenic,PA,18.938028090445265,4.243214213854149,0.00216502933303838,0.004583050857802594,*
p_P581,Salicylic acid,SCFM_evolved,PA,15.319592001397327,3.9373059701268076,0.00216502933303838,0.004583050857802594,*
p_P581,Salicylic acid,USA300,SA,0.8311475537523559,-0.26682347328308,0.798297847328526,0.8620518595912934,
p_P595,Reduced glutathione,ATCC_29213,SA,1.0396508226482637,0.05609906584699796,0.798297847328526,0.8620518595912934,
p_P595,Reduced glutathione,CDC_ID_234,PA,0.4063427514293982,-1.2992309360025145,0.0214507336863221,0.038245913815486594,*
p_P595,Reduced glutathione,CDC_ID_249,PA,0.47812337864965615,-1.0645451444677911,0.00216502933303838,0.004583050857802594,*
p_P595,Reduced glutathione,CDC_ID_258,PA,0.3042430162572592,-1.71670394789464,0.0298420644179543,0.05108035980929065,
p_P595,Reduced glutathione,CDC_ID_474,SA,0.9933518419281759,-0.009623288816376445,0.798297847328526,0.8620518595912934,
p_P595,Reduced glutathione,CDC_ID_484,SA,1.1130715407779417,0.15454632242705502,1,1,
p_P595,Reduced glutathione,Isogenic,PA,0.4323712818148487,-1.2096573927195577,0.0298420644179543,0.05108035980929065,
p_P595,Reduced glutathione,SCFM_evolved,PA,0.4243677029623323,-1.2366132325769812,0.0214507336863221,0.038245913815486594,*
p_P595,Reduced glutathione,USA300,SA,0.7286249235831039,-0.4567517496628881,0.201336485287401,0.29178302944727963,
p_P605,Urocanic acid,ATCC_29213,SA,53.7348616219818,5.747786465607404,0.00216502933303838,0.004583050857802594,*
p_P605,Urocanic acid,CDC_ID_234,PA,983.5432202120197,9.941844640565783,0.00216502933303838,0.004583050857802594,*
