strain,species,replicate,Peak,Name,Formula,KEGG_ID,Molecular Weight,RT [min],mzVault Best Match,mzCloud Best Match,MS2,Area,normalizedArea
SCFM_control,SCFM_control,R4,n_P257,N-Acetylglycine,C4 H7 N O3,NA,117.04279,1.267,89.8,NA,DDA for preferred ion,56573.02905,-0.8887537906905543
SCFM_control,SCFM_control,R4,n_P259,Orotic acid,C5 H4 N2 O4,C00295,156.01738,1.278,87.9,71,DDA for preferred ion,9531.757231,-7.864381250151558
SCFM_control,SCFM_control,R4,n_P278,3-Hydroxypropenoate,C3 H4 O3,NA,88.01619,1.309,NA,84,DDA for preferred ion,2269183.849,-1.9167533942868857
SCFM_control,SCFM_control,R4,n_P283,2-Oxoglutaric acid,C5 H6 O5,C00026,146.02171,1.318,96.5,90.4,DDA for preferred ion,215930.4289,-4.3527848583008115
SCFM_control,SCFM_control,R4,n_P284,Succinic semialdehyde,C4 H6 O3,C00232,102.03189,1.321,92.7,76.3,DDA for preferred ion,962297.4598,-0.8489975003564965
SCFM_control,SCFM_control,R4,n_P290,D-(-)-Fructose,C6 H12 O6,C10906,180.06398,1.342,58.5,62.2,DDA for preferred ion,9264996.802,5.356860191596798
SCFM_control,SCFM_control,R4,n_P297,L-(+)-Lactic acid,C3 H6 O3,C00256,90.03184,1.365,92.8,90.9,DDA for preferred ion,2548130641,4.5860415798114715
SCFM_control,SCFM_control,R4,n_P301,Uridine monophosphate (UMP),C9 H13 N2 O9 P,C00105,324.03622,1.373,92,87.8,DDA for preferred ion,85286.40129,-4.17509886749702
SCFM_control,SCFM_control,R4,n_P309,N-Acetyl-L-glutamine,C7 H12 N2 O4,NA,188.08008,1.427,75.6,71.7,DDA for preferred ion,35460.14896,-5.189911560421164
SCFM_control,SCFM_control,R4,n_P318,N-Acetyl-L-aspartic acid,C6 H9 N O5,C01042,175.04844,1.471,92,NA,DDA for preferred ion,20243.84486,-4.143269884456444
SCFM_control,SCFM_control,R4,n_P323,Pseudouridine,C9 H12 N2 O6,C02067,244.06983,1.526,84,NA,DDA for preferred ion,20747.06873,-4.452741854272446
SCFM_control,SCFM_control,R4,n_P329,2'-Deoxycytidine 5'-monophosphate (dCMP),C9 H14 N3 O7 P,C00239,307.05727,1.541,92.9,88.8,DDA for preferred ion,39134.88892,-4.589080154727039
SCFM_control,SCFM_control,R4,n_P340,2-Hydroxy glutaric acid,C5 H8 O5,C02630,148.03739,1.578,90.3,64.3,DDA for preferred ion,90223.38148,-2.0624260353629573
SCFM_control,SCFM_control,R4,n_P361,2-Furoic acid,C5 H4 O3,C01546,112.01625,1.84,62.7,NA,DDA for preferred ion,18047.55565,-1.8487440524994554
SCFM_control,SCFM_control,R4,n_P362,Citric acid,C6 H8 O7,C00158,192.02731,1.846,95.7,88.7,DDA for preferred ion,19269.10612,-3.8931316081440794
SCFM_control,SCFM_control,R4,n_P366,4-Oxoproline,C5 H7 N O3,C01877,129.04281,1.9,67.1,87.1,DDA for preferred ion,24799321.48,4.65409886666691
SCFM_control,SCFM_control,R4,n_P372,N-Acetyl-DL-alanine,C5 H9 N O3,NA,131.05851,1.937,75.5,NA,DDA for preferred ion,192614.8298,-3.0548926411889887
SCFM_control,SCFM_control,R4,n_P377,Succinic acid,C4 H6 O4,C00042,118.02682,2.001,95.1,80.4,DDA for preferred ion,69491.80314,0.11033847718689138
SCFM_control,SCFM_control,R4,n_P379,Maleic acid,C4 H4 O4,C01384,116.01115,2.004,88.8,78.4,DDA for preferred ion,557480.9019,3.1525400937582173
SCFM_control,SCFM_control,R4,n_P386,Guanosine monophosphate (GMP),C10 H14 N5 O8 P,C00144,363.05854,2.094,96,88,DDA for preferred ion,17087.67347,-4.915367368254884
SCFM_control,SCFM_control,R4,n_P396,(3R)-beta-Leucine,C6 H13 N O2,C02486,131.09485,2.146,NA,77.1,DDA for preferred ion,137575967.3,4.243420688178073
SCFM_control,SCFM_control,R4,n_P402,Citraconic acid,C5 H6 O4,C02226,130.02685,2.201,93.8,82.6,DDA for preferred ion,91308.20372,-1.9523629842717902
SCFM_control,SCFM_control,R4,n_P403,cis-Aconitic acid,C6 H6 O6,C00417,174.01669,2.201,93.5,79.3,DDA for preferred ion,12813.75045,-4.433678943183963
SCFM_control,SCFM_control,R4,n_P405,N-(1H-benzo[d]imidazol-2-yl)guanidine,C8 H9 N5,NA,175.08486,2.202,71.2,NA,DDA for preferred ion,250913.2338,2.11339415897249
SCFM_control,SCFM_control,R4,n_P407,1_4-Lactone,C4 H6 O2,NA,86.03694,2.219,NA,78.4,DDA for preferred ion,17165.55259,-3.1217490237668386
SCFM_control,SCFM_control,R4,n_P412,Citramalic acid,C5 H8 O5,C00815,148.03741,2.251,92.6,NA,DDA for preferred ion,96743.31949,-2.589551633923076
SCFM_control,SCFM_control,R4,n_P414,9-Methyluric acid,C6 H6 N4 O3,NA,182.04426,2.272,51.4,63.3,DDA for preferred ion,7339.877981,-3.6071984530988512
SCFM_control,SCFM_control,R4,n_P416,N-Acetylalanine,C5 H9 N O3,NA,131.05845,2.29,96.6,81.5,DDA for preferred ion,113659.8196,-3.944531536556017
SCFM_control,SCFM_control,R4,n_P429,Methylmalonic acid,C4 H6 O4,C02170,118.02686,2.339,94.6,86,DDA for preferred ion,94875.87507,-3.0620076197516717
SCFM_control,SCFM_control,R4,n_P433,2'-Deoxyadenosine 5'-monophosphate (dAMP),C10 H14 N5 O6 P,C00360,331.06853,2.345,73.6,84.1,DDA for preferred ion,13012.71563,-5.507360011880891
SCFM_control,SCFM_control,R4,n_P441,3-Amino-3-(4-hydroxyphenyl)propanoic acid,C9 H11 N O3,C04368,181.07414,2.37,65.9,93,DDA for preferred ion,386357291.5,6.183345215762955
SCFM_control,SCFM_control,R4,n_P452,Mevalonic acid,C6 H12 O4,C00418,148.07377,2.439,73.6,66.5,DDA for preferred ion,17542.66763,-2.9601316474322115
SCFM_control,SCFM_control,R4,n_P460,4-Aminobenzoic acid,C7 H7 N O2,C00568,137.04778,2.462,99.9,82.4,DDA for preferred ion,21049.68728,-0.32717190138914276
SCFM_control,SCFM_control,R4,n_P464,2-Ketoadipic acid,C6 H8 O5,C00322,160.03733,2.472,63.1,NA,DDA for preferred ion,28560.44377,-0.8804120023343938
SCFM_control,SCFM_control,R4,n_P472,Alpha-Hydroxyisobutyric acid,C4 H8 O3,NA,104.04754,2.514,83.4,77.8,DDA for preferred ion,7054442.966,2.2618092816202306
SCFM_control,SCFM_control,R4,n_P473,4-Acetamidobutanoic acid,C6 H11 N O3,C02946,145.07409,2.535,77,NA,DDA for preferred ion,71127.53611,-0.08344702251776326
SCFM_control,SCFM_control,R4,n_P476,2'-Deoxyguanosine 5'-monophosphate (dGMP),C10 H14 N5 O7 P,C00362,347.06335,2.548,96.6,87.4,DDA for preferred ion,28011.83261,-6.433245047323139
SCFM_control,SCFM_control,R4,n_P518,2-Hydroxynicotinic acid,C6 H5 N O3,NA,139.02722,3,93.7,NA,DDA for preferred ion,8925.400214,-1.5916398871453605
SCFM_control,SCFM_control,R4,n_P524,4-Pyridoxic acid,C8 H9 N O4,C00847,183.05343,3.115,96.2,78.5,DDA for preferred ion,8980.993528,-3.564103443967804
SCFM_control,SCFM_control,R4,n_P528,4-Methoxysalicylic acid,C8 H8 O4,NA,168.04257,3.196,91.6,70.6,DDA for preferred ion,8554.869811,-4.284836027279235
SCFM_control,SCFM_control,R4,n_P533,Ethylmalonic acid,C5 H8 O4,NA,132.04244,3.199,95.5,89.9,DDA for preferred ion,79182.87148,-2.4950735265811943
SCFM_control,SCFM_control,R4,n_P538,3-Hydroxy-3-methylbutanoic acid,C5 H10 O3,NA,118.0632,3.364,89.6,78.6,DDA for preferred ion,166993.9649,-2.719826660034748
SCFM_control,SCFM_control,R4,n_P549,2-Keto-4-methylthiobutyric acid,C5 H8 O3 S,C01180,148.0197,3.455,73.1,60.9,DDA for preferred ion,46369.59199,-4.576091963200765
SCFM_control,SCFM_control,R4,n_P577,N-Acetylvaline,C7 H13 N O3,NA,159.08979,3.957,79.7,69.1,DDA for preferred ion,47845.24833,-2.538665472819904
SCFM_control,SCFM_control,R4,n_P603,DL-Lactic Acid,C3 H6 O3,C01432,90.0319,4.225,61.4,83.2,DDA for preferred ion,9425681.869,0.570737268941631
SCFM_control,SCFM_control,R4,n_P612,2-Hydroxyvaleric acid,C5 H10 O3,NA,118.06323,4.375,92.8,84.1,DDA for preferred ion,8489953.645,-0.21968657802201008
SCFM_control,SCFM_control,R4,n_P614,2-Hydroxy-4-methylthiobutanoic acid,C5 H10 O3 S,NA,150.0353,4.408,77.1,73.9,DDA for preferred ion,7220.212201,-9.283338491209655
SCFM_control,SCFM_control,R4,n_P616,[FAoxo_amino(6:0)]3-oxo-5S-amino-hexanoicacid,C6 H11 N O3,NA,145.07416,4.513,NA,76.4,DDA for preferred ion,122124.4708,-0.6552597683835266
SCFM_control,SCFM_control,R4,n_P617,2-Hydroxy-2-methylbutyric acid,C5 H10 O3,NA,118.06319,4.517,89.7,81.4,DDA for preferred ion,1137102.502,-1.205637075602052
SCFM_control,SCFM_control,R4,n_P626,D-(+)-Tryptophan,C11 H12 N2 O2,C00525,204.09033,4.881,98,91.7,DDA for preferred ion,9801509.02,4.597520797294116
SCFM_control,SCFM_control,R4,n_P630,2-(acetylamino)-4-(methylthio)butanoic acid,C7 H13 N O3 S,NA,191.06189,4.927,91.6,90.5,DDA for preferred ion,41653.74069,-8.291821344072908
SCFM_control,SCFM_control,R4,n_P640,N1-(4-butyl-2-methylphenyl)-2-(benzylamino)-2-thioxoacetamide,C20 H24 N2 O S,NA,340.16144,5.008,66.2,NA,DDA for preferred ion,4632.972115,-3.5140359512707953
SCFM_control,SCFM_control,R4,n_P643,DL-4-Hydroxyphenyllactic acid,C9 H10 O4,NA,182.05825,5.11,91.9,81.3,DDA for preferred ion,6738.873565,-8.00639746871786
SCFM_control,SCFM_control,R4,n_P654,2-Aminophenol,C6 H7 N O,C01987,109.05299,5.544,NA,81.8,DDA for preferred ion,6379.525034,-3.2644383177256824
SCFM_control,SCFM_control,R4,n_P655,Paracetamol,C8 H9 N O2,C06804,151.06356,5.545,92.1,88.4,DDA for preferred ion,6390.336368,-4.592328390829076
SCFM_control,SCFM_control,R4,n_P656,3-Hydroxybenzoic acid,C7 H6 O3,C00587,138.03188,5.551,100,92.7,DDA for preferred ion,59890.05606,-3.6643243473240172
SCFM_control,SCFM_control,R4,n_P661,2-Isopropylmalic acid,C7 H12 O5,C02504,176.06873,5.73,92.9,85.6,DDA for preferred ion,39919.34006,-4.356132432779805
SCFM_control,SCFM_control,R4,n_P672,Phenylpyruvic acid,C9 H8 O3,C00166,164.04769,6.197,92.1,69.2,DDA for preferred ion,56923.35011,-2.4680417151092513
SCFM_control,SCFM_control,R4,n_P679,2-Hydroxycaproic acid,C6 H12 O3,NA,132.07884,6.683,90.8,85.6,DDA for preferred ion,1098536.886,-2.9983269461237754
SCFM_control,SCFM_control,R4,n_P682,3-Dehydrocarnitine,C7 H13 N O3,C02636,159.08986,6.702,NA,68.7,DDA for preferred ion,56249.83816,-1.0816335952987206
SCFM_control,SCFM_control,R4,n_P683,Xylenesulfonate,C8 H10 O3 S,NA,186.03541,6.712,93.5,96.4,DDA for preferred ion,68405.76279,-0.6453606080019263
SCFM_control,SCFM_control,R4,n_P688,2-(Acetylamino)hexanoic acid,C8 H15 N O3,NA,173.10545,6.874,99.9,91.8,DDA for preferred ion,10212.43132,-8.739853026482182
SCFM_control,SCFM_control,R4,n_P701,2-Oxindole,C8 H7 N O,C12312,133.05298,7.287,NA,77.3,DDA for preferred ion,5629.561743,-3.6423717864622134
SCFM_control,SCFM_control,R4,n_P705,L-(-)-3-Phenyllactic acid,C9 H10 O3,C05607,166.06323,7.441,95.6,90.9,DDA for preferred ion,1167785.6,-2.8608919438367124
SCFM_control,SCFM_control,R4,n_P716,N-Acetyl-L-phenylalanine,C11 H13 N O3,C03519,207.08994,7.696,90.7,88.9,DDA for preferred ion,24877.51182,-5.891487659248822
SCFM_control,SCFM_control,R4,n_P726,Indole-2-carboxylic acid,C9 H7 N O2,NA,161.04793,8.481,57.8,84.8,DDA for preferred ion,5573.226849,-5.521872149689848
SCFM_control,SCFM_control,R4,n_P733,Phenol,C6 H6 O,C00146,94.04198,8.783,NA,88.9,DDA for preferred ion,9000.084277,-3.8125557898096236
SCFM_control,SCFM_control,R4,n_P741,4-Hydroxycoumarin,C9 H6 O3,C20414,162.03196,9.473,96.5,82.4,DDA for preferred ion,6590.431061,-3.5432584035199532
SCFM_control,SCFM_control,R4,n_P743,Azelaic acid,C9 H16 O4,C08261,188.10518,9.608,89.7,85.6,DDA for preferred ion,3469948.245,-0.11211785750688463
SCFM_control,SCFM_control,R4,n_P754,3-tert-Butyladipic acid,C10 H18 O4,NA,202.12076,10.065,89.3,86,DDA for preferred ion,2633928.078,-0.004787322171946329
SCFM_control,SCFM_control,R4,n_P768,Monobutyl phthalate,C12 H14 O4,NA,222.08938,10.209,70.2,64.9,DDA for preferred ion,1997015.275,0.06649778291006214
SCFM_control,SCFM_control,R4,n_P777,Butylparaben,C11 H14 O3,D01420,194.09441,10.279,NA,63.4,DDA for preferred ion,2597187.143,0.2449992182127012
SCFM_control,SCFM_control,R4,n_P798,3-Hydroxydecanoic acid,C10 H20 O3,NA,188.14146,10.371,70.4,NA,DDA for preferred ion,288047.4283,-0.2897663259982721
SCFM_control,SCFM_control,R4,n_P842,Dodecyl sulfate,C12 H26 O4 S,NA,266.15553,10.812,88.8,92.9,DDA for preferred ion,73022122.78,1.5689817942354694
SCFM_control,SCFM_control,R4,n_P849,4-(octyloxy)benzoic acid,C15 H22 O3,NA,250.15713,10.889,71.3,81.8,DDA for preferred ion,1720965.772,-0.12005012207773902
SCFM_control,SCFM_control,R4,n_P861,Hexadecanoicacid,C16 H32 O2,C00249,256.24039,11.747,NA,97,DDA for preferred ion,682369.3405,-0.18356166493131099
SCFM_control,SCFM_control,R4,n_P869,Perfluoroctanoic acid (PFOA),C8 H F15 O2,NA,413.97423,12.254,96.8,94.4,DDA for preferred ion,34156816.3,1.0895486973672632
SCFM_control,SCFM_control,R4,n_P875,Octadecanoicacid,C18 H36 O2,C01530,284.27178,12.451,NA,92.1,DDA for preferred ion,2387507.248,-0.31084466365159
SCFM_control,SCFM_control,R4,n_P882,4-Dodecylbenzenesulfonic acid,C18 H30 O3 S,NA,326.1919,12.95,77,90.1,DDA for preferred ion,12624539.4,-0.3065190012795185
SCFM_control,SCFM_control,R4,n_P885,Myristyl sulfate,C14 H30 O4 S,NA,294.18698,13.499,85.1,89.6,DDA for preferred ion,1497018.898,-1.5226180092998298
SCFM_control,SCFM_control,R4,n_P902,Methanesulfonic acid,C H4 O3 S,C11145,95.98835,14.585,88.5,81.4,DDA for preferred ion,4412777.157,2.4991841479149457e-4
SCFM_control,SCFM_control,R4,n_P96,L-Asparate,C4 H7 N O4,C00049,133.03769,0.872,94.1,77.3,DDA for preferred ion,25839289.12,4.710796292168329
SCFM_control,SCFM_control,R5,n_P116,Gluconic acid,C6 H12 O7,C00257,196.05855,0.902,91.9,90,DDA for preferred ion,40742.93721,-2.350697875844931
SCFM_control,SCFM_control,R5,n_P123,D-(+)-Galactose,C6 H12 O6,C00984,180.06381,0.929,95,83.5,DDA for preferred ion,18586754.39,4.271452933507771
SCFM_control,SCFM_control,R5,n_P128,D-Alanyl-D-alanine,C6 H12 N2 O3,C00993,160.085,0.959,87.3,74.8,DDA for preferred ion,16522.55573,-5.74687594714927
SCFM_control,SCFM_control,R5,n_P143,Threonine,C4 H9 N O3,C12317,119.05841,0.992,72.3,80.6,DDA for preferred ion,1489320.496,0.7511437377583157
SCFM_control,SCFM_control,R5,n_P188,Pyruvic acid,C3 H4 O3,C00022,88.01622,1.082,100,90.6,DDA for preferred ion,5867546.793,-1.7192524408062475
SCFM_control,SCFM_control,R5,n_P202,3-Phosphoglyceric acid,C3 H7 O7 P,C00597,185.99329,1.103,88.9,NA,DDA for preferred ion,117646.1048,-1.760172365995718
SCFM_control,SCFM_control,R5,n_P209,N-Acetylornithine,C7 H14 N2 O3,C00437,174.10062,1.116,85.2,87,DDA for preferred ion,74892.96807,-2.206126204564516
SCFM_control,SCFM_control,R5,n_P210,Phosphoric acid,H3 O4 P,C00009,97.977,1.121,87.6,NA,DDA for preferred ion,13235931.64,-0.26705044132505407
SCFM_control,SCFM_control,R5,n_P219,D-(+)-Malic acid,C4 H6 O5,C00497,134.02176,1.154,96.1,91.5,DDA for preferred ion,3404884.471,0.04907756411258646
SCFM_control,SCFM_control,R5,n_P229,Isocitric acid,C6 H8 O7,C00311,192.02727,1.19,97.9,92.6,DDA for preferred ion,28026.10617,-2.726845952995138
SCFM_control,SCFM_control,R5,n_P240,Malonic acid,C3 H4 O4,C04025,104.01118,1.206,92.3,NA,DDA for preferred ion,180613.4648,-2.6868297732421276
SCFM_control,SCFM_control,R5,n_P246,[FAamino(5:0)]2S-amino-pentanoicacid,C5 H11 N O2,NA,117.0792,1.22,NA,83,DDA for preferred ion,16931521.41,3.873013332300218
SCFM_control,SCFM_control,R5,n_P250,Glycolate,C2 H4 O3,C00160,76.01616,1.231,NA,88.3,DDA for preferred ion,6638480.636,1.1082182896789803
SCFM_control,SCFM_control,R5,n_P257,N-Acetylglycine,C4 H7 N O3,NA,117.04279,1.267,89.8,NA,DDA for preferred ion,183116.5155,0.8058218013527458
SCFM_control,SCFM_control,R5,n_P259,Orotic acid,C5 H4 N2 O4,C00295,156.01738,1.278,87.9,71,DDA for preferred ion,12295.36463,-7.497080842576624
SCFM_control,SCFM_control,R5,n_P278,3-Hydroxypropenoate,C3 H4 O3,NA,88.01619,1.309,NA,84,DDA for preferred ion,1390116.812,-2.6237207768000985
SCFM_control,SCFM_control,R5,n_P283,2-Oxoglutaric acid,C5 H6 O5,C00026,146.02171,1.318,96.5,90.4,DDA for preferred ion,270466.2468,-4.0279028582530145
SCFM_control,SCFM_control,R5,n_P284,Succinic semialdehyde,C4 H6 O3,C00232,102.03189,1.321,92.7,76.3,DDA for preferred ion,1724775.593,-0.007143657893376343
SCFM_control,SCFM_control,R5,n_P290,D-(-)-Fructose,C6 H12 O6,C10906,180.06398,1.342,58.5,62.2,DDA for preferred ion,9068744.173,5.325972495514705
SCFM_control,SCFM_control,R5,n_P297,L-(+)-Lactic acid,C3 H6 O3,C00256,90.03184,1.365,92.8,90.9,DDA for preferred ion,2579113117,4.6034773837813745
SCFM_control,SCFM_control,R5,n_P301,Uridine monophosphate (UMP),C9 H13 N2 O9 P,C00105,324.03622,1.373,92,87.8,DDA for preferred ion,100596.9217,-3.9369003394022606
SCFM_control,SCFM_control,R5,n_P309,N-Acetyl-L-glutamine,C7 H12 N2 O4,NA,188.08008,1.427,75.6,71.7,DDA for preferred ion,34076.18647,-5.2473462672164
SCFM_control,SCFM_control,R5,n_P318,N-Acetyl-L-aspartic acid,C6 H9 N O5,C01042,175.04844,1.471,92,NA,DDA for preferred ion,22083.0152,-4.017816037599216
SCFM_control,SCFM_control,R5,n_P323,Pseudouridine,C9 H12 N2 O6,C02067,244.06983,1.526,84,NA,DDA for preferred ion,18642.84118,-4.6070276282192975
SCFM_control,SCFM_control,R5,n_P329,2'-Deoxycytidine 5'-monophosphate (dCMP),C9 H14 N3 O7 P,C00239,307.05727,1.541,92.9,88.8,DDA for preferred ion,33608.90679,-4.808691888375385
SCFM_control,SCFM_control,R5,n_P340,2-Hydroxy glutaric acid,C5 H8 O5,C02630,148.03739,1.578,90.3,64.3,DDA for preferred ion,147042.6781,-1.357764350381288
SCFM_control,SCFM_control,R5,n_P361,2-Furoic acid,C5 H4 O3,C01546,112.01625,1.84,62.7,NA,DDA for preferred ion,17001.67507,-1.9348706119067298
SCFM_control,SCFM_control,R5,n_P362,Citric acid,C6 H8 O7,C00158,192.02731,1.846,95.7,88.7,DDA for preferred ion,18152.43502,-3.979258167265682
SCFM_control,SCFM_control,R5,n_P366,4-Oxoproline,C5 H7 N O3,C01877,129.04281,1.9,67.1,87.1,DDA for preferred ion,1191201.779,0.27428793700511633
SCFM_control,SCFM_control,R5,n_P372,N-Acetyl-DL-alanine,C5 H9 N O3,NA,131.05851,1.937,75.5,NA,DDA for preferred ion,213253.1435,-2.9080444165848824
SCFM_control,SCFM_control,R5,n_P377,Succinic acid,C4 H6 O4,C00042,118.02682,2.001,95.1,80.4,DDA for preferred ion,84093.64909,0.38549251102216253
SCFM_control,SCFM_control,R5,n_P379,Maleic acid,C4 H4 O4,C01384,116.01115,2.004,88.8,78.4,DDA for preferred ion,552208.9499,3.1388319820424595
SCFM_control,SCFM_control,R5,n_P386,Guanosine monophosphate (GMP),C10 H14 N5 O8 P,C00144,363.05854,2.094,96,88,DDA for preferred ion,16198.99809,-4.992418767052051
SCFM_control,SCFM_control,R5,n_P396,(3R)-beta-Leucine,C6 H13 N O2,C02486,131.09485,2.146,NA,77.1,DDA for preferred ion,124715977.8,4.101838521565288
SCFM_control,SCFM_control,R5,n_P402,Citraconic acid,C5 H6 O4,C02226,130.02685,2.201,93.8,82.6,DDA for preferred ion,89808.09352,-1.9762620046276034
SCFM_control,SCFM_control,R5,n_P403,cis-Aconitic acid,C6 H6 O6,C00417,174.01669,2.201,93.5,79.3,DDA for preferred ion,12865.85965,-4.427823886404058
SCFM_control,SCFM_control,R5,n_P405,N-(1H-benzo[d]imidazol-2-yl)guanidine,C8 H9 N5,NA,175.08486,2.202,71.2,NA,DDA for preferred ion,196411.2615,1.760083245681507
SCFM_control,SCFM_control,R5,n_P407,1_4-Lactone,C4 H6 O2,NA,86.03694,2.219,NA,78.4,DDA for preferred ion,15813.58482,-3.240100871937905
SCFM_control,SCFM_control,R5,n_P412,Citramalic acid,C5 H8 O5,C00815,148.03741,2.251,92.6,NA,DDA for preferred ion,10878.29294,-5.742261493235722
SCFM_control,SCFM_control,R5,n_P414,9-Methyluric acid,C6 H6 N4 O3,NA,182.04426,2.272,51.4,63.3,DDA for preferred ion,7002.767052,-3.675029436004797
SCFM_control,SCFM_control,R5,n_P416,N-Acetylalanine,C5 H9 N O3,NA,131.05845,2.29,96.6,81.5,DDA for preferred ion,125982.9186,-3.796025728116007
SCFM_control,SCFM_control,R5,n_P429,Methylmalonic acid,C4 H6 O4,C02170,118.02686,2.339,94.6,86,DDA for preferred ion,2333865.599,1.5585287655406397
SCFM_control,SCFM_control,R5,n_P433,2'-Deoxyadenosine 5'-monophosphate (dAMP),C10 H14 N5 O6 P,C00360,331.06853,2.345,73.6,84.1,DDA for preferred ion,10782.01159,-5.778655716600774
SCFM_control,SCFM_control,R5,n_P441,3-Amino-3-(4-hydroxyphenyl)propanoic acid,C9 H11 N O3,C04368,181.07414,2.37,65.9,93,DDA for preferred ion,309001331,5.861022642838499
SCFM_control,SCFM_control,R5,n_P452,Mevalonic acid,C6 H12 O4,C00418,148.07377,2.439,73.6,66.5,DDA for preferred ion,17692.5232,-2.947859984578514
SCFM_control,SCFM_control,R5,n_P460,4-Aminobenzoic acid,C7 H7 N O2,C00568,137.04778,2.462,99.9,82.4,DDA for preferred ion,12234.60216,-1.1100035125739502
SCFM_control,SCFM_control,R5,n_P464,2-Ketoadipic acid,C6 H8 O5,C00322,160.03733,2.472,63.1,NA,DDA for preferred ion,16237.49488,-1.6951013275979836
SCFM_control,SCFM_control,R5,n_P472,Alpha-Hydroxyisobutyric acid,C4 H8 O3,NA,104.04754,2.514,83.4,77.8,DDA for preferred ion,8714997.986,2.566777443556017
SCFM_control,SCFM_control,R5,n_P473,4-Acetamidobutanoic acid,C6 H11 N O3,C02946,145.07409,2.535,77,NA,DDA for preferred ion,71549.80095,-0.07490745790500597
SCFM_control,SCFM_control,R5,n_P476,2'-Deoxyguanosine 5'-monophosphate (dGMP),C10 H14 N5 O7 P,C00362,347.06335,2.548,96.6,87.4,DDA for preferred ion,20370.05265,-6.892831709633516
SCFM_control,SCFM_control,R5,n_P518,2-Hydroxynicotinic acid,C6 H5 N O3,NA,139.02722,3,93.7,NA,DDA for preferred ion,9316.60921,-1.5297517680446617
SCFM_control,SCFM_control,R5,n_P524,4-Pyridoxic acid,C8 H9 N O4,C00847,183.05343,3.115,96.2,78.5,DDA for preferred ion,14057.34701,-2.9177260561978677
SCFM_control,SCFM_control,R5,n_P528,4-Methoxysalicylic acid,C8 H8 O4,NA,168.04257,3.196,91.6,70.6,DDA for preferred ion,9185.659418,-4.182198634147536
SCFM_control,SCFM_control,R5,n_P533,Ethylmalonic acid,C5 H8 O4,NA,132.04244,3.199,95.5,89.9,DDA for preferred ion,39168.65723,-3.5105622416214963
SCFM_control,SCFM_control,R5,n_P538,3-Hydroxy-3-methylbutanoic acid,C5 H10 O3,NA,118.0632,3.364,89.6,78.6,DDA for preferred ion,136041.67,-3.0155740039248435
SCFM_control,SCFM_control,R5,n_P549,2-Keto-4-methylthiobutyric acid,C5 H8 O3 S,C01180,148.0197,3.455,73.1,60.9,DDA for preferred ion,30411.37377,-5.184660007010082
SCFM_control,SCFM_control,R5,n_P577,N-Acetylvaline,C7 H13 N O3,NA,159.08979,3.957,79.7,69.1,DDA for preferred ion,65209.22907,-2.0919649621162435
SCFM_control,SCFM_control,R5,n_P603,DL-Lactic Acid,C3 H6 O3,C01432,90.0319,4.225,61.4,83.2,DDA for preferred ion,21028857.08,1.728438816404715
SCFM_control,SCFM_control,R5,n_P612,2-Hydroxyvaleric acid,C5 H10 O3,NA,118.06323,4.375,92.8,84.1,DDA for preferred ion,15553104.55,0.6536874251314195
SCFM_control,SCFM_control,R5,n_P614,2-Hydroxy-4-methylthiobutanoic acid,C5 H10 O3 S,NA,150.0353,4.408,77.1,73.9,DDA for preferred ion,24866.46859,-7.499249996803268
SCFM_control,SCFM_control,R5,n_P616,[FAoxo_amino(6:0)]3-oxo-5S-amino-hexanoicacid,C6 H11 N O3,NA,145.07416,4.513,NA,76.4,DDA for preferred ion,101341.2414,-0.9243906723180153
SCFM_control,SCFM_control,R5,n_P617,2-Hydroxy-2-methylbutyric acid,C5 H10 O3,NA,118.06319,4.517,89.7,81.4,DDA for preferred ion,398312.971,-2.7190250180482565
